video_filename	blacklist	activity	 motion_score	triangle_area	triangle_area_conf
a0f66459_10_0000.avi			4.70145	264.6954440924508	1.0
a0f66459_10_0001.avi			5.04429	278.881445814361	1.0
a0f66459_10_0002.avi			5.1974599999999995	283.4303713347759	0.9997913580964828
a0f66459_10_0003.avi			5.55209	274.833512421212	0.9999999999142918
a0f66459_10_0004.avi			5.39321	277.0660558266003	0.9999999992291779
a0f66459_10_0005.avi			6.57952	355.19503829943625	0.9999999518920998
a0f66459_10_0006.avi			7.0921199999999995	359.056937390156	0.9974503950799902
a0f66459_10_0007.avi			7.88472	519.5481615098245	0.9999998567405745
a0f66459_10_0008.avi			6.6768600000000005	525.6876033909151	0.999914794908214
a0f66459_10_0009.avi			6.71157	375.6377943225989	0.9761286095559724
a0f66459_10_0010.avi			6.5963	385.8941337562137	0.9876894122922072
a0f66459_10_0011.avi			7.40693	389.8339900749983	0.9649672544385206
a0f66459_10_0012.avi			7.41233	275.082474485251	0.9999999864490642
a0f66459_10_0013.avi			5.39527	275.56270288678843	0.9999999959121204
a0f66459_10_0014.avi			5.2911	244.85436046573574	0.9999999859383992
a0f66459_10_0015.avi			5.28995	216.81889277951237	1.0
a0f66459_10_0016.avi			6.39533	208.45256497227356	0.9883116034710554
a0f66459_10_0017.avi			6.69574	219.457710092444	0.9999999915250932
a0f66459_10_0018.avi			5.9736199999999995	216.5193626499346	0.9999999980187438
a0f66459_10_0019.avi			5.69146	158.37463268805712	0.9999999997460578
a0f66459_10_0020.avi			6.15761	212.76517936117006	0.9999999663365374
a0f66459_10_0021.avi			5.4535800000000005	226.0327394970333	0.999999849244738
a0f66459_10_0022.avi		smartphone	4.66366	244.76063361444088	0.9999999998105136
a0f66459_10_0023.avi		smartphone	4.573259999999999	312.45764263710026	0.9999998212410414
a0f66459_10_0024.avi		smartphone	4.4156	325.6636416526517	1.0
a0f66459_10_0025.avi		smartphone	4.67734	308.6277245440845	0.9999994217896652
a0f66459_10_0026.avi		smartphone	4.51745	262.0460383314505	0.9999999998452976
a0f66459_10_0027.avi		smartphone	4.50137	235.1487414016277	1.0
a0f66459_10_0028.avi		smartphone	4.38258	197.8433936546687	1.0
a0f66459_10_0029.avi		smartphone	4.411630000000001	188.6192851590145	1.0
a0f66459_10_0030.avi		smartphone	6.49298	264.1697521321712	0.9989829462702372
a0f66459_10_0031.avi		smartphone	5.548769999999999	281.26196844126696	1.0
a0f66459_10_0032.avi		smartphone	5.583019999999999	265.0677549912791	0.9999999780913256
a0f66459_10_0033.avi		smartphone	5.51452	251.04626342291718	1.0
a0f66459_10_0034.avi		smartphone	5.69867	243.52246189088348	0.9999999997810666
a0f66459_10_0035.avi			5.61693	186.64709464519265	0.9999999993302848
a0f66459_10_0036.avi			6.2371	149.0008880827798	0.9999999097661094
a0f66459_10_0037.avi			5.763780000000001	163.93636721255302	1.0
a0f66459_10_0038.avi			7.3318	167.57540617344816	0.9999999996142094
a0f66459_10_0039.avi			6.80467	162.40088256969514	1.0
a0f66459_10_0040.avi			7.22618	217.0475738875839	0.9999998828843388
a0f66459_10_0041.avi			5.65315	184.22778609551557	0.9999999997600044
a0f66459_10_0042.avi			5.67359	242.31272045849946	0.9999998920923988
a0f66459_10_0043.avi			5.68277	200.85778247675339	0.999987263369184
a0f66459_10_0044.avi			5.99594	158.98361473718313	0.9999999860033822
a0f66459_10_0045.avi			5.17753	175.72447802027062	1.0
