a0f66459_6_0000.avi			4.94988	261.25812877925046	0.9999810326715712
a0f66459_6_0001.avi		TV	4.53328	260.3477225929949	0.9999999998669908
a0f66459_6_0002.avi		TV	4.59189	249.3652796757074	1.0
a0f66459_6_0003.avi		TV	4.54833	241.27456329248935	1.0
a0f66459_6_0004.avi		TV	4.5042	244.93956790715785	1.0
a0f66459_6_0005.avi		TV	4.5324	237.49655168880005	1.0
a0f66459_6_0006.avi		TV	4.5332099999999995	212.25587415007573	1.0
a0f66459_6_0007.avi		TV	4.91195	237.9020180676426	1.0
a0f66459_6_0008.avi		TV	3.9188699999999996	238.00637417357945	0.9999999999664388
a0f66459_6_0009.avi		TV	4.04113	229.9893363403655	0.9999999999119414
a0f66459_6_0010.avi		TV	4.28691	235.3258181949976	0.9999999999889592
a0f66459_6_0011.avi			4.61953	238.80396671728852	0.9999999997242058
a0f66459_6_0012.avi			4.00499	243.6456710739746	1.0
a0f66459_6_0013.avi			4.06251	230.99830082438203	1.0
a0f66459_6_0014.avi			4.0522800000000005	229.17809737739861	0.9999999961094144
a0f66459_6_0015.avi			5.08533	220.28511631787228	0.9999969081561214
a0f66459_6_0016.avi			7.75862	220.96647056291317	0.8358302637975338
a0f66459_6_0017.avi			4.55161	274.3937091877761	1.0
a0f66459_6_0018.avi			5.4871	236.79430695395982	0.9999739752833544
a0f66459_6_0019.avi			7.723730000000001	194.5910331342833	0.9246664497368364
a0f66459_6_0020.avi			6.12553	185.38615255018937	0.9690680950984144
a0f66459_6_0021.avi			5.41815	184.97286294052586	0.9999999991926636
a0f66459_6_0022.avi			4.81203	187.34511310494872	0.9999999959609194
a0f66459_6_0023.avi			5.47612	180.75586893650646	0.9999999999349294
a0f66459_6_0024.avi			5.6439900000000005	189.76423525961707	0.9999999979034094
a0f66459_6_0025.avi			4.66587	183.76805037413465	0.9999999917408786
a0f66459_6_0026.avi			4.68096	165.67195342455045	0.9999999898993686
a0f66459_6_0027.avi		TV	4.59736	170.22027572822174	1.0
a0f66459_6_0028.avi		TV	4.6338	172.3019870857077	0.9999958880842288
a0f66459_6_0029.avi		TV	4.6063	180.45892196794202	1.0
a0f66459_6_0030.avi		TV	4.66887	170.01044722529372	0.9999985683942064
a0f66459_6_0031.avi		TV	4.638319999999999	175.10273523971514	0.9999999999222596
a0f66459_6_0032.avi			4.70368	172.14404803555414	0.99999784184996
a0f66459_6_0033.avi			5.2925	208.55064784202634	0.9999999945505595
a0f66459_6_0034.avi			4.67796	207.44409952186447	0.999999945361022
a0f66459_6_0035.avi			5.1423	221.89611087986611	0.9999999976950004
a0f66459_6_0036.avi			5.1958400000000005	184.6600225128101	0.999999985881358
a0f66459_6_0037.avi			4.79956	173.26081176313423	0.9999999946841632
a0f66459_6_0038.avi			4.979080000000001	207.98878716465015	0.9999999809994168
a0f66459_6_0039.avi		TV	5.45999	207.96955073174615	0.9991564796348256
a0f66459_6_0040.avi		TV	4.71922	180.51398351358037	0.999998951692875
a0f66459_6_0041.avi		TV	4.67652	174.4058538837283	0.9999992570491752
a0f66459_6_0042.avi		TV	4.6813400000000005	175.71662135532222	0.9999995657194544
a0f66459_6_0043.avi		TV	4.7587	162.5879335119819	0.9999995546153664
a0f66459_6_0044.avi		TV	4.7679599999999995	182.39519949348443	0.9984025255203796
