video_filename	blacklist	activity	 motion_score
ffb52f92_1_0000.avi			3.6737
ffb52f92_1_0001.avi			3.2269900000000002
ffb52f92_1_0002.avi			2.79533
ffb52f92_1_0003.avi			2.7343900000000003
ffb52f92_1_0004.avi			0.730474
ffb52f92_2_0000.avi			6.97613
ffb52f92_2_0001.avi			6.77215
ffb52f92_2_0002.avi			5.84945
ffb52f92_2_0003.avi			6.642589999999999
ffb52f92_2_0004.avi			7.1184199999999995
ffb52f92_2_0005.avi			7.26815
ffb52f92_2_0006.avi			9.23029
ffb52f92_2_0007.avi			5.91465
ffb52f92_2_0008.avi		talk	5.23334
ffb52f92_2_0009.avi		talk	5.67007
ffb52f92_2_0010.avi		talk	6.38245
ffb52f92_2_0011.avi			5.39147
ffb52f92_2_0012.avi			5.17239
ffb52f92_2_0013.avi			5.18513
ffb52f92_2_0014.avi			6.40073
ffb52f92_2_0015.avi			5.92119
ffb52f92_2_0016.avi			5.1626900000000004
ffb52f92_2_0017.avi			6.81262
ffb52f92_2_0018.avi			6.31079
ffb52f92_2_0019.avi			6.51985
ffb52f92_2_0020.avi			6.36536
ffb52f92_2_0021.avi		sleep	5.39233
ffb52f92_2_0022.avi		sleep	5.20947
ffb52f92_2_0023.avi		sleep	5.3705300000000005
ffb52f92_2_0024.avi		sleep	5.42441
ffb52f92_2_0025.avi			5.201219999999999
ffb52f92_2_0026.avi			6.1283199999999995
ffb52f92_2_0027.avi			5.4852300000000005
ffb52f92_2_0028.avi			5.45488
ffb52f92_2_0029.avi			5.2908800000000005
ffb52f92_2_0030.avi			5.82611
ffb52f92_2_0031.avi			7.394830000000001
ffb52f92_2_0032.avi			5.65536
ffb52f92_2_0033.avi			7.301810000000001
ffb52f92_2_0034.avi			5.83116
ffb52f92_2_0035.avi			5.97768
ffb52f92_2_0036.avi			5.83432
ffb52f92_2_0037.avi		sleep	5.70005
ffb52f92_2_0038.avi		sleep	5.03302
ffb52f92_2_0039.avi		sleep	5.32976
ffb52f92_2_0040.avi		sleep	5.58009
ffb52f92_2_0041.avi		sleep	5.17024
ffb52f92_2_0042.avi		sleep	5.45646
ffb52f92_2_0043.avi		sleep	5.2833
ffb52f92_2_0044.avi		sleep	5.9214
ffb52f92_2_0045.avi		sleep	4.956869999999999
ffb52f92_2_0046.avi		sleep	5.61834
ffb52f92_2_0047.avi		sleep	5.2156400000000005
ffb52f92_2_0048.avi		sleep	5.90393
ffb52f92_2_0049.avi		sleep	5.39525
ffb52f92_2_0050.avi		sleep	7.702710000000001
ffb52f92_2_0051.avi		sleep	5.473380000000001
ffb52f92_2_0052.avi		sleep	5.54293
ffb52f92_2_0053.avi		sleep	5.5296400000000006
ffb52f92_2_0054.avi		sleep	5.51928
ffb52f92_2_0055.avi		sleep	5.41915
ffb52f92_2_0056.avi		sleep	5.47312
ffb52f92_2_0057.avi		sleep	5.45869
ffb52f92_2_0058.avi		sleep	5.5016
ffb52f92_2_0059.avi		sleep	5.44793
ffb52f92_2_0060.avi		sleep	5.50375
ffb52f92_2_0061.avi		sleep	5.4793199999999995
ffb52f92_2_0062.avi		sleep	5.46167
ffb52f92_2_0063.avi		sleep	5.49746
ffb52f92_2_0064.avi		sleep	6.36282
ffb52f92_2_0065.avi		sleep	4.49402
ffb52f92_2_0066.avi		sleep	5.59173
ffb52f92_2_0067.avi			6.032109999999999
ffb52f92_2_0068.avi			6.15415
ffb52f92_2_0069.avi			6.39232
ffb52f92_2_0070.avi			5.54364
ffb52f92_2_0071.avi			9.2466
ffb52f92_2_0072.avi			7.7145399999999995
ffb52f92_2_0073.avi			6.28136
ffb52f92_2_0074.avi			5.5234
ffb52f92_2_0075.avi			5.6170599999999995
ffb52f92_2_0076.avi			6.11613
ffb52f92_2_0077.avi			5.909669999999999
ffb52f92_2_0078.avi			5.6929300000000005
ffb52f92_2_0079.avi			5.849469999999999
ffb52f92_2_0080.avi			6.19135
ffb52f92_2_0081.avi			6.56664
ffb52f92_2_0082.avi			6.06128
ffb52f92_2_0083.avi			7.269360000000001
ffb52f92_2_0084.avi			6.613160000000001
ffb52f92_2_0085.avi			5.87849
ffb52f92_2_0086.avi			6.32265
ffb52f92_2_0087.avi		sleep	5.53496
ffb52f92_2_0088.avi		sleep	5.58148
ffb52f92_2_0089.avi		sleep	5.61256
ffb52f92_2_0090.avi		sleep	5.5275099999999995
ffb52f92_2_0091.avi		sleep	5.8863199999999996
ffb52f92_2_0092.avi		sleep	6.83597
ffb52f92_2_0093.avi		sleep	5.66219
ffb52f92_2_0094.avi		sleep	5.70567
ffb52f92_2_0095.avi		sleep	5.55185
ffb52f92_2_0096.avi		sleep	5.64915
ffb52f92_2_0097.avi		sleep	6.13658
ffb52f92_2_0098.avi		sleep	4.85585
ffb52f92_2_0099.avi		sleep	4.3972
ffb52f92_2_0100.avi		sleep	4.52197
ffb52f92_2_0101.avi		sleep	4.54825
ffb52f92_2_0102.avi		sleep	4.74456
ffb52f92_2_0103.avi		sleep	4.06895
ffb52f92_2_0104.avi		sleep	4.407719999999999
ffb52f92_2_0105.avi		sleep	4.55021
ffb52f92_2_0106.avi			4.42973
ffb52f92_2_0107.avi			5.41209
ffb52f92_2_0108.avi		sleep	4.39109
ffb52f92_2_0109.avi		sleep	4.374630000000001
ffb52f92_2_0110.avi		sleep	4.553730000000001
ffb52f92_2_0111.avi		sleep	4.69329
ffb52f92_2_0112.avi		sleep	4.73816
ffb52f92_2_0113.avi		sleep	4.66769
ffb52f92_2_0114.avi		sleep	4.75749
ffb52f92_2_0115.avi		sleep	4.74832
ffb52f92_2_0116.avi		sleep	4.72041
ffb52f92_2_0117.avi		sleep	4.73516
ffb52f92_2_0118.avi		sleep	4.68534
ffb52f92_2_0119.avi		sleep	4.71596
ffb52f92_2_0120.avi		sleep	4.66744
ffb52f92_2_0121.avi		sleep	4.79817
ffb52f92_2_0122.avi		sleep	4.6256900000000005
ffb52f92_2_0123.avi		sleep	4.74601
ffb52f92_2_0124.avi		sleep	4.6534
ffb52f92_2_0125.avi		sleep	5.03492
ffb52f92_2_0126.avi		sleep	4.64131
ffb52f92_2_0127.avi		sleep	4.611190000000001
ffb52f92_2_0128.avi		sleep	4.98417
ffb52f92_2_0129.avi		sleep	4.62426
ffb52f92_2_0130.avi		sleep	4.61439
ffb52f92_2_0131.avi		sleep	4.66659
ffb52f92_2_0132.avi			4.88305
ffb52f92_2_0133.avi			4.71665
ffb52f92_2_0134.avi			4.6672
ffb52f92_2_0135.avi			4.55026
ffb52f92_2_0136.avi			6.065930000000001
ffb52f92_2_0137.avi			8.29857
ffb52f92_2_0138.avi			6.04473
ffb52f92_2_0139.avi			7.82367
ffb52f92_2_0140.avi			7.05576
ffb52f92_2_0141.avi			6.34711
ffb52f92_2_0142.avi			6.66933
ffb52f92_2_0143.avi			9.85586
ffb52f92_2_0144.avi			6.56498
ffb52f92_2_0145.avi			6.632789999999999
ffb52f92_2_0146.avi			6.21183
ffb52f92_2_0147.avi			7.49485
ffb52f92_2_0148.avi		sleep	4.7162
ffb52f92_2_0149.avi		sleep	3.10203
ffb52f92_2_0150.avi		sleep	3.02097
ffb52f92_2_0151.avi		sleep	2.9130000000000003
ffb52f92_2_0152.avi		sleep	2.9047099999999997
ffb52f92_2_0153.avi		sleep	2.8913900000000003
ffb52f92_2_0154.avi		sleep	2.9918099999999996
ffb52f92_2_0155.avi		sleep	3.04981
ffb52f92_2_0156.avi		sleep	3.0054
ffb52f92_2_0157.avi		sleep	2.95273
ffb52f92_2_0158.avi		sleep	2.81088
ffb52f92_2_0159.avi		sleep	2.7700099999999996
ffb52f92_2_0160.avi		sleep	2.88386
ffb52f92_2_0161.avi		sleep	2.71919
ffb52f92_2_0162.avi		sleep	2.95211
ffb52f92_2_0163.avi		sleep	3.05532
ffb52f92_2_0164.avi		sleep	2.93835
ffb52f92_2_0165.avi		sleep	2.95195
ffb52f92_2_0166.avi		sleep	3.00936
ffb52f92_2_0167.avi		sleep	3.05626
ffb52f92_2_0168.avi		sleep	3.00283
ffb52f92_2_0169.avi		sleep	3.0219
ffb52f92_2_0170.avi		sleep	2.9809200000000002
ffb52f92_2_0171.avi		sleep	2.77357
ffb52f92_2_0172.avi		sleep	2.80674
ffb52f92_2_0173.avi		sleep	2.99242
ffb52f92_2_0174.avi		sleep	2.85679
ffb52f92_2_0175.avi		sleep	2.86572
ffb52f92_2_0176.avi		sleep	2.77255
ffb52f92_2_0177.avi		sleep	2.83505
ffb52f92_2_0178.avi		sleep	3.12356
ffb52f92_2_0179.avi		sleep	3.70655
ffb52f92_2_0180.avi		sleep	3.27178
ffb52f92_2_0181.avi			4.23674
ffb52f92_2_0182.avi			4.84196
ffb52f92_2_0183.avi		sleep	4.23704
ffb52f92_2_0184.avi		sleep	3.3539199999999996
ffb52f92_2_0185.avi		sleep	3.55027
ffb52f92_2_0186.avi		sleep	3.5692800000000005
ffb52f92_2_0187.avi			3.3573800000000005
ffb52f92_2_0188.avi		sleep	5.21275
ffb52f92_2_0189.avi		sleep	3.3531699999999995
ffb52f92_2_0190.avi		sleep	3.4298
ffb52f92_2_0191.avi		sleep	3.5771699999999997
ffb52f92_2_0192.avi		sleep	3.72004
ffb52f92_2_0193.avi		sleep	3.5098199999999995
ffb52f92_2_0194.avi		sleep	3.62848
ffb52f92_2_0195.avi		sleep	3.34009
ffb52f92_2_0196.avi		sleep	3.20739
ffb52f92_2_0197.avi		sleep	3.47865
ffb52f92_2_0198.avi		sleep	3.59427
ffb52f92_2_0199.avi		sleep	3.4788099999999997
ffb52f92_2_0200.avi		sleep	3.4089199999999997
ffb52f92_2_0201.avi		sleep	3.45621
ffb52f92_2_0202.avi		sleep	3.27467
ffb52f92_2_0203.avi		sleep	3.3258699999999997
ffb52f92_2_0204.avi		sleep	3.31923
ffb52f92_2_0205.avi		sleep	4.32702
ffb52f92_2_0206.avi		sleep	3.4714099999999997
ffb52f92_2_0207.avi		sleep	3.36905
ffb52f92_2_0208.avi		sleep	3.3528599999999997
ffb52f92_2_0209.avi		sleep	3.5189800000000004
ffb52f92_2_0210.avi		sleep	3.50821
ffb52f92_2_0211.avi		sleep	3.35384
ffb52f92_2_0212.avi		sleep	3.3577199999999996
ffb52f92_2_0213.avi		sleep	3.26954
ffb52f92_2_0214.avi		sleep	3.35206
ffb52f92_2_0215.avi		sleep	3.5742800000000003
ffb52f92_2_0216.avi		sleep	3.63297
ffb52f92_2_0217.avi		sleep	3.64954
ffb52f92_2_0218.avi		sleep	3.3269699999999998
ffb52f92_2_0219.avi		sleep	3.3532300000000004
ffb52f92_2_0220.avi		sleep	3.31219
ffb52f92_2_0221.avi		sleep	3.43059
ffb52f92_2_0222.avi		sleep	3.8490900000000003
ffb52f92_2_0223.avi		sleep	3.40044
ffb52f92_2_0224.avi		sleep	3.2823599999999997
ffb52f92_2_0225.avi		sleep	3.31901
ffb52f92_2_0226.avi		sleep	3.39756
ffb52f92_2_0227.avi		sleep	3.5863400000000003
ffb52f92_2_0228.avi		sleep	3.5716300000000003
ffb52f92_2_0229.avi		sleep	3.5935699999999997
ffb52f92_2_0230.avi		sleep	3.3874800000000005
ffb52f92_2_0231.avi		sleep	3.25093
ffb52f92_2_0232.avi		sleep	3.3688
ffb52f92_2_0233.avi		sleep	3.44576
ffb52f92_2_0234.avi		sleep	3.3708400000000003
ffb52f92_2_0235.avi		sleep	3.39235
ffb52f92_2_0236.avi		sleep	3.40953
ffb52f92_2_0237.avi		sleep	3.3355
ffb52f92_2_0238.avi		sleep	3.45336
ffb52f92_2_0239.avi			3.9262599999999996
ffb52f92_2_0240.avi			3.85786
ffb52f92_2_0241.avi			3.8570599999999997
ffb52f92_2_0242.avi			4.85409
ffb52f92_2_0243.avi			3.8318800000000004
ffb52f92_2_0244.avi			3.2839300000000002
ffb52f92_2_0245.avi		sleep	3.3917
ffb52f92_2_0246.avi		sleep	3.52938
ffb52f92_2_0247.avi		sleep	3.32381
ffb52f92_2_0248.avi		sleep	3.20801
ffb52f92_2_0249.avi		sleep	3.3731699999999996
ffb52f92_2_0250.avi		sleep	3.2269
ffb52f92_2_0251.avi		sleep	3.22307
ffb52f92_2_0252.avi		sleep	3.53951
ffb52f92_2_0253.avi		sleep	3.41624
ffb52f92_2_0254.avi		sleep	3.44343
ffb52f92_2_0255.avi		sleep	3.2998800000000004
ffb52f92_2_0256.avi			3.27817
ffb52f92_2_0257.avi			3.71496
ffb52f92_2_0258.avi			3.52735
ffb52f92_2_0259.avi		sleep	3.4059
ffb52f92_2_0260.avi		sleep	3.4640800000000005
ffb52f92_2_0261.avi		sleep	3.15265
ffb52f92_2_0262.avi		sleep	3.23047
ffb52f92_2_0263.avi		sleep	3.1878599999999997
ffb52f92_2_0264.avi		sleep	3.20437
ffb52f92_2_0265.avi			3.38466
ffb52f92_2_0266.avi			3.54924
ffb52f92_2_0267.avi			3.2234
ffb52f92_2_0268.avi			3.3826199999999997
ffb52f92_2_0269.avi			3.139
ffb52f92_2_0270.avi			3.43854
ffb52f92_2_0271.avi			3.3139800000000004
ffb52f92_2_0272.avi			3.47289
ffb52f92_2_0273.avi			3.46965
ffb52f92_2_0274.avi			3.5556099999999997
ffb52f92_2_0275.avi			3.6821300000000003
ffb52f92_2_0276.avi			3.1547099999999997
ffb52f92_2_0277.avi		sleep	3.4241800000000002
ffb52f92_2_0278.avi		sleep	3.32116
ffb52f92_2_0279.avi		sleep	3.67406
ffb52f92_2_0280.avi			3.61214
ffb52f92_2_0281.avi		sleep	3.47669
ffb52f92_2_0282.avi		sleep	3.22372
ffb52f92_2_0283.avi		sleep	3.20413
ffb52f92_2_0284.avi		sleep	3.2481299999999997
ffb52f92_2_0285.avi		sleep	3.2389200000000002
ffb52f92_2_0286.avi		sleep	3.17792
ffb52f92_2_0287.avi		sleep	3.2799699999999996
ffb52f92_2_0288.avi		sleep	3.2596
ffb52f92_2_0289.avi			3.18974
ffb52f92_2_0290.avi			3.3028
ffb52f92_2_0291.avi		sleep	3.25278
ffb52f92_2_0292.avi		sleep	3.28059
ffb52f92_2_0293.avi		sleep	3.21687
ffb52f92_2_0294.avi		sleep	3.26096
ffb52f92_2_0295.avi			3.18968
ffb52f92_2_0296.avi			3.6978199999999997
ffb52f92_2_0297.avi			4.3377300000000005
ffb52f92_2_0298.avi			3.1866
ffb52f92_2_0299.avi		sleep	3.15158
ffb52f92_2_0300.avi		sleep	3.20559
ffb52f92_2_0301.avi		sleep	3.20142
ffb52f92_2_0302.avi		sleep	3.36487
ffb52f92_2_0303.avi			3.9034
ffb52f92_2_0304.avi		sleep	3.3307800000000003
ffb52f92_2_0305.avi		sleep	3.20815
ffb52f92_2_0306.avi			3.4590300000000003
ffb52f92_2_0307.avi			3.28125
ffb52f92_2_0308.avi			3.35238
ffb52f92_2_0309.avi			4.065519999999999
ffb52f92_2_0310.avi			3.7072199999999995
ffb52f92_2_0311.avi			3.2728599999999997
ffb52f92_2_0312.avi			3.23107
ffb52f92_2_0313.avi			3.69924
ffb52f92_2_0314.avi			3.73593
ffb52f92_2_0315.avi			3.62931
ffb52f92_2_0316.avi			3.5887
ffb52f92_2_0317.avi			4.86025
ffb52f92_2_0318.avi			3.55589
ffb52f92_2_0319.avi			4.4291
ffb52f92_2_0320.avi			5.724469999999999
ffb52f92_2_0321.avi			7.9617
ffb52f92_2_0322.avi			5.70569
ffb52f92_2_0323.avi			6.225619999999999
ffb52f92_2_0324.avi			6.0371
ffb52f92_2_0325.avi			8.46225
ffb52f92_2_0326.avi			12.3913
ffb52f92_2_0327.avi			10.142000000000001
ffb52f92_2_0328.avi			5.88309
ffb52f92_2_0329.avi			5.76581
ffb52f92_2_0330.avi			6.1368599999999995
ffb52f92_2_0331.avi			7.1147800000000005
ffb52f92_2_0332.avi			4.10281
ffb52f92_2_0333.avi		sleep	3.73124
ffb52f92_2_0334.avi		sleep	3.84188
ffb52f92_2_0335.avi		sleep	4.0429900000000005
ffb52f92_2_0336.avi		sleep	3.7126099999999997
ffb52f92_2_0337.avi		sleep	3.7810599999999996
ffb52f92_2_0338.avi		sleep	4.029780000000001
ffb52f92_2_0339.avi		sleep	4.02956
ffb52f92_2_0340.avi		sleep	4.10727
ffb52f92_2_0341.avi		sleep	4.18419
ffb52f92_2_0342.avi		sleep	4.03909
ffb52f92_2_0343.avi		sleep	4.26152
ffb52f92_2_0344.avi		sleep	3.9085400000000003
ffb52f92_2_0345.avi		sleep	4.16849
ffb52f92_2_0346.avi		sleep	4.11295
ffb52f92_2_0347.avi		sleep	3.93036
ffb52f92_2_0348.avi		sleep	4.416919999999999
ffb52f92_2_0349.avi		sleep	3.9826900000000003
ffb52f92_2_0350.avi		sleep	4.16786
ffb52f92_2_0351.avi		sleep	4.11451
ffb52f92_2_0352.avi		sleep	4.28239
ffb52f92_2_0353.avi		sleep	3.93095
ffb52f92_2_0354.avi		sleep	3.8462199999999998
ffb52f92_2_0355.avi		sleep	3.90449
ffb52f92_2_0356.avi		sleep	3.8719300000000003
ffb52f92_2_0357.avi		sleep	3.8178
ffb52f92_2_0358.avi		sleep	3.85269
ffb52f92_2_0359.avi		sleep	3.8966800000000004
ffb52f92_2_0360.avi		sleep	3.77947
ffb52f92_2_0361.avi		sleep	3.85299
ffb52f92_2_0362.avi		sleep	3.83621
ffb52f92_2_0363.avi		sleep	3.9019
ffb52f92_2_0364.avi		sleep	3.9841599999999997
ffb52f92_2_0365.avi		sleep	3.8227800000000003
ffb52f92_2_0366.avi		sleep	3.7589
ffb52f92_2_0367.avi		sleep	3.8084
ffb52f92_2_0368.avi		sleep	3.81658
ffb52f92_2_0369.avi		sleep	3.90855
ffb52f92_2_0370.avi		sleep	3.82281
ffb52f92_2_0371.avi			4.33997
ffb52f92_2_0372.avi			3.8387800000000003
ffb52f92_2_0373.avi		sleep	4.12208
ffb52f92_2_0374.avi		sleep	3.88355
ffb52f92_2_0375.avi		sleep	3.8418
ffb52f92_2_0376.avi		sleep	3.7382199999999997
ffb52f92_2_0377.avi		sleep	3.6877800000000005
ffb52f92_2_0378.avi		sleep	3.75244
ffb52f92_2_0379.avi		sleep	3.76789
ffb52f92_2_0380.avi		sleep	3.6715199999999997
ffb52f92_2_0381.avi		sleep	3.8611199999999997
ffb52f92_2_0382.avi		sleep	3.70989
ffb52f92_2_0383.avi		sleep	3.7330699999999997
ffb52f92_2_0384.avi		sleep	3.81561
ffb52f92_2_0385.avi		sleep	3.75014
ffb52f92_2_0386.avi		sleep	3.75328
